,Lyrics,Genre,Region,History
"


पिता-माता-बंधू-समवेत बिन्हाडी |
पावले से ही वत्सयुक्त ।।१।।","पिता-माता-बंधू-समवेत बिन्हाडी |
पावले से ही वत्सयुक्त ।।१।।
दोन घटिका रात्री होती समई ।
वत्स तये गाई पाजियेले ॥२॥
हिरंभटी स्नान केले अग्नीसवे |
कार्तिकाचे दिवे आकाशात् ॥३॥
सडे संमार्जन केले स्नान तेथे |
गौचे शृंग हाते कुवांळिले ||४||
भ्रताराने स्नान केले आपुलिया |
दक्षिणेची गया कोल्हापूर ||५||
तव कोण्ही एक निराबाई होती
तिने कथास्थिती सांगितली ।।६।।
प्रताराचे कानी कथेतील सर्व |
सांगाया अपूर्व म्हणोनिया ।।७।।
यत्साचे वृतांत माझेही रुदन भ्
रताराचे कान तृप केले ||८||
जयराम गोसावी विदेही अवस्था ।
तेणे हात माथा ठेवियेला ||९||
थोर याचे भाग्य तो यासी बोलिला ।
आशीर्वाद दिल्हा योग्य तेथे ||१०||
जातीचा भिक्षुक आला ।
बहुत रागावला गृहप्रती ।।११।।
धरूनिया वेणी मारिले यथेष्ट ।
हिरंभटा कष्ट फार जाले ।।१२।।
नावरे मारिता गायही थोरडे ।
वत्सही ते रहे कासाविस ।।१३।।
अठराव्या वरुषात मज होते तेथे ।
काय मी की सेवा आंतरले ।।१४।।
मायबाप बंधू न बोलती काही ।
भ्रतारे क्रोधही आवरिला ।।१५।।
शांत जालियाने पुसती तयास । स्
त्रियेवरी त्रास कासयाचा ।।१६।।
येरु म्हणे रात्री कथेत प्रतिष्ठा ।
काय यांची निष्ठा देखियेली ।।१७।।
कैचे हे पुराण कैची हरिकथा ।
मारीन अन्यथा नव्हे येथ ।।१८।।
इतुके बोलोनिया भ्रतार पुनरपि ।
क्रोध तो नाटोपी अनिऐसा ।।१९।।
बहेणि म्हणे तेव्हा देह संकल्पिले ।
प्राक्तनाचे केले कोण वारी॥२०॥",अभंग,सोलापूर (पंढरपूर),"गाई पालनाच्या कथेत पारंपरिक गृहस्थ जीवन आणि भक्तीचे समन्वय दिसते. हिरंभटाने श्रद्धेने गाईंची सेवा केली, भिक्षुकांचे आदर केले, आणि धार्मिक प्रतिष्ठा राखली."
आले मना तव मारिले बळकट ।,"आले मना तव मारिले बळकट ।
बांधोनिया मोट टाकियेली ॥१॥
हिरंभट म्हणे व्हा तुम्ही बाहेरी ।
हा दिसे हत्यारी चांडाळ की ।।२।।
मग मातापिता हिरंभटालागी ।
प्रार्थनिया वेगी स्थिर केले ||३||
म्हणती कृपा करा आजि दिसभरी ।
प्रातःकाळी दुरी ठाव पाहो ।।४।।
तयावरी वत्स गाय दोघे जण न
खाती की तृण जळेसहित ।।५।।
देखोनी वत्सासी गाईंचा वृत्तांत
मोट तो सोडित तये वेळी ।।६।।
आणिले जवळी गाई वत्सापासी ।
हुंबरली जैसी पुत्र माता ||७||
आपण देखिले वत्स आणि गाय |
म्हणे प्राण जाय तरी बरा ।।८।।
बहेणि म्हणे तया तृण पाणी पाजी |
न घेती ते माझी थोर माया ।|९||
",अभंग,सोलापूर (पंढरपूर),हिरंभटाच्या घरासमोरील संकट (मारकाट) आणि त्यावेळी गाई-वट्साची काळजी या अभंगात दिसते. भक्तीने संकटे पार केली जातात.
न खाती ते तृण न घेती जीवन,"न खाती ते तृण न घेती जीवन
आपणही अन्न टाकियेले ।।१।।
नुठती सर्वथा स्वस्थळापासुन
येती सर्वजन पाहावया ।।२।।
जयराम स्वामीस सांगितले जनी
पाहावया निर्वाणी तेही आले ॥३॥
भ्रतारे तयासी केला नमस्कार ।
आपुले आंतर एकनिष्ठ ||४||
घातले आसन जयराम स्वामीस
हिरंभटी त्यास पूजियेले ।।५।।
मिळोनिया लोक पाहाती लोचनी ।
स्वामीही ते क्षणी आनंदले ।।६।।
म्हणती “ब्राह्मणा तू इचा भ्रतार
सांगतो निर्धार ऐक चित्ते ।।७।।
योगभ्रष्ट इची साधने बळकट ।
तू रे ईस कष्ट करू नको ॥८॥
स्वधर्मेची तुझी करील हे सेवा ।
उद्धरील जीवा आपुलिया ॥९॥
तुझे काही पदरी पूर्वील सुकृत ।
तेणे हा सांगात प्राप्त जाला ।।१०||
गाई आणि वत्स हे इचे सांगाती ।
अनुष्ठानी होती ऐक्यभावे ।।११।।
इचा हेच गुरु हे इचे साधन ।
तोडील बंधन आपुले हे ।।१२।।
इच्या समागमे करिती जे वास ।
तेही भक्तिरस घेती सुखे ।।१३।।
आइकसी तरी बरे होय तुझे
येथे काय माझे बळ आहे” ।।१४।।
बहेणि म्हणे ऐसे बोलोनी जयराम ।
पाहे मनोरम सर्व चिन्हे ।।१५।।
",अभंग,सोलापूर (पंढरपूर),हिरंभट जयराम स्वामींचे दर्शन घेतो. भक्तीमुळे घरातील लोक आनंदी होतात. गाई-वट्स व अनुष्ठान यात भक्तिचे महत्त्व अधोरेखित होते.
स्वस्थाना आपण चालिले जयराम ।,"स्वस्थाना आपण चालिले जयराम ।
शिष्यांचा संभ्रम फार होता ।।१॥
म्हणती जयराम “आनुष्ठानी तिघे ।
पूर्विल्या प्रसंगें एकनिष्ठ ।।२।।
आंतराय काही आनुष्ठानी राहिल्या ।
गायी या जन्मल्या पुण्यवेषे ||३||
हे मुली संपूर्ण आहे आनुष्ठान ।
चित्तशुद्धि जाण ईस आहे” ||४||
ऐसे परस्परे बोलती उत्तरे हे ।
कानी सादर आईकिली ॥५॥
बहेणि म्हणे गेले स्वामी स्वस्थानासी ।
मागील वृत्तांतासी जाण सांगो ॥६॥",अभंग,सोलापूर (पंढरपूर),जयराम स्वामींशी संवाद आणि गाई पालन यांचा अनुभव. शिष्य आणि गृहस्थ एकत्रितपणे धार्मिक क्रियाकलाप करतात.
द्वादशी क्रमोनी त्रयोदशी आत,"द्वादशी क्रमोनी त्रयोदशी आत
वत्सासी देहान्त समय आला ।।१।।
तेथ हिरंभट बोलियेला श्लोक ।
सहज स्वाभाविक ‘मूकं करोति’।।२।।
पूर्वार्ध श्लोकाचा सरताचि जाण
बोलिले आपण वत्स तेव्हा ॥३॥
‘यत्कृपा तमहं वंदे’ बोले शब्द ।
श्लोक- उत्तरार्ध वत्स बोले ||४||
आइकिला सर्व लोकी तो श्लोकार्थ ।
करिती संवाद परस्परे ।।५॥
तव त्या वत्से टाकियेला प्राण ।
आले मी धावोन तयापासी ॥६॥
प्राणासवे प्राण जाऊ पाहे माझा ।
प्राक्तनासी दुजा प्रयत्न नाही ।।७।।
गाय हुंबरडे दोहीवरी मान
टाकी परी जाण शब्द कैचा ।।८।।
बहेणि म्हणे देह प्राक्तनें राखिले
पुढे काय जाले कोण जाणे ।।९।।
",अभंग,सोलापूर (पंढरपूर),गाई-वट्साच्या शेवटच्या काळात हिरंभटाने भक्तीने सेवा केली. प्राणदानाचे नैतिक व आध्यात्मिक मूल्य अधोरेखित आहे.
यराम स्वामीस कळला वृत्तांत ।,"जयराम स्वामीस कळला वृत्तांत ।
वत्सासी त्या अंतकाळ जाला ।।१।।
श्लोकार्थ म्हणोनि प्राण वत्स त्यजी ।
योग लाजला जी तयापुढे ।।२।।
मग सर्व श्रेष्ठ संत साधुजन
करीत कीर्तन वत्स नेले ॥३॥
दिंडी पताकाने मिरविले वत्स ।
गाय सवे तुच्छ मानी देह ||४||
हुंबरडा हाणोनी चाले मागे
मागे गाय अंतरंगे महादुःखी ॥५॥
पुरूनिया वत्स आले सर्व जन
करूनिया स्नान गृहा गेले ।।६।।
गाय वत्सापासी जाउनी हुंबरे
मागुती ते फिरे गृहासी ये ॥७॥
मज अवलोकिता मी तो अचेतन
माझा देही प्राण आढळेना ||८||
ऐसे दिवस चारी लोटलियावरी ।
प्रतिपदेमाझारी मध्यरात्री ॥९॥
बोलिला ब्राह्मण येऊनी सन्मुख
“सावध विवेक धरी बाई ।।१०।।
सावध सावध सावध तू मनी”।
ऐकोनी श्रवणी देह कापे ||११||
तब गाय नाही वत्स ना ते लोक
माय ते सन्मुख बैसलीसे ||१२||
बंधू पिता आणि प्रतार बैसला ।
सोज्वळ लागला दीप असे ||१३||
तेथुनिया मन करोनी सावध स्
मरणी स्वतः सिद्ध चित्त केले ||१४||
बहेणि म्हणे देह सर्वही विकळ ।
परि ते निश्चळ चित्त माझे ।।१५।।
",अभंग,सोलापूर (पंढरपूर),गाई-वट्साचा मृत्यू आणि त्यावेळी जयराम स्वामींचे मार्गदर्शन. भक्तीने दु:ख आणि मरण पार केले जाते.
"मच्छ जैसा जळावाचुनी चरफडी
तैसी ते आवडी तुकोबाची ।।१।।","मच्छ जैसा जळावाचुनी चरफडी
तैसी ते आवडी तुकोबाची ।।१।।
अंतरीचा साक्ष असेल जो प्राणी ।
अनुभवे मनी जाणेल तो ।।2।।
तृषितान जैसे आवहे ।
जीवन सायण विगतया ॥३॥
बहे म्हणे हेत तुकोबाचे पायी ।
ऐकोनिया देही पदे त्याची ॥४॥",अभंग,सोलापूर (पंढरपूर),तुकोबा महाराजांच्या चरणी भक्तीने जीवनातली तृष्णा शांत केली जाते. मच्छ जाळल्यासारखा जीवनाचा अनुभव भक्तीने पार पाडला जातो.
"संचितासी दग्ध करी ऐसा कोण
सद्गुरुवाचून जाण मना ||१||","संचितासी दग्ध करी ऐसा कोण
सद्गुरुवाचून जाण मना ||१||
यालागी सद्गुरू असावा उत्तम
जेणे निमे श्रम संसाराचा ||२॥
त्रिविध तापासी कोण करी शांत
सद्गुरू येकांत न जोड़ता ||३||
जन्ममरणाची कथा के निवारे ।
सद्गुरू निर्धारि न भेटता ॥४॥
वासना निःशेष निवारील तेव्हा
भेटेल तुकोबा सद्गुरू तो ॥५॥
बहेणि म्हणे माझा जाऊ पाहे
जीव का पा न ये कीव तुकोबा रे।।६।।",अभंग,सोलापूर (पंढरपूर),सद्गुरूच्या उपदेशाने वासना निवारली जाते. तुकोबा महाराज हे अंतिम मार्गदर्शक म्हणून भक्तांना भेटतात.
"न बोलवे शब्द अंतरिचा धावा ।
नाइके तुकोबा काय कीजे ||१||","न बोलवे शब्द अंतरिचा धावा ।
नाइके तुकोबा काय कीजे ||१||
अदृष्ट करंटे साह्य नव्हे देव ।
अंतरीची हाव काय करू ||२||
तेरा दिवस ज्याने चहिया उदकात
घालुनिया सत्य वाचविल्या ||३||
मन्हाष्ट्र शब्दात वेदांतिचे अर्थ ।
बोलिला लोकात सर्वद्रष्टा ॥४॥
आंतर साक्ष आहे निरोपणी हेत ।
जडे परी चित्त वोळखेना ||५||
बहेणि म्हणे मीच असेन अपराधी ।
अन्याय त्रिशुद्धी काय त्याचा ||६||",अभंग,सोलापूर (पंढरपूर),तुकोबा महाराज पंढरपूरमध्ये भक्तांच्या हृदयात साक्षात उपस्थित होते. अंतरीच्या संवादातून भक्तांना तत्त्वज्ञान आणि आत्मसाक्ष प्राप्त झाले.
"बहुत अंतरी शोक आरंभिला ।
का मज विठ्ठला मोकलिले ।।१।।","बहुत अंतरी शोक आरंभिला ।
का मज विठ्ठला मोकलिले ।।१।।
त्रिविध तापाने तापले मी बहू ।
जाईना का जीऊ प्राण माझा ॥२॥
तव अकस्मात सातवेया दिनी ।
नामसंकीर्तनी घोषयुक्त ।।३।।
तुकारामरूपे येउनी प्रत्यक्ष ।
म्हणे पूर्वपक्ष सांभाळिजे ||४||
नको करू चिंता आहे मी ।
तुजपासी घेई अमृतासी हातीचिया ॥५॥
गाय केले वत्समुखी निये धार ।
अमृत हे सार सेवी हेवी ||६||
ठेउनिया कर मस्तकी बोलिला ।
मंत्र सांगितला कर्णरंध्री ॥७॥
म्याही पायावरी ठेविले मस्तक ।
दिधले पुस्तक मंत्र गीता ।।८।।
कार्तिकात वा पंचमी रविवार ।
स्वप्नीचा विचार गुरु कृपा ॥१॥
आनंदले मन चिप कोंदले ।
उठोनिसले चमत्कारे ।।१०।।
मंत्र आठवती तुकोबास्वरूये ।
स्वप्नामाजी कृपा पूर्ण केली ।।११।।
अमृत पाजिले चयी अनारसी ।
साक्ष ज्याची त्यासी मनामाजी ।।१२।।
बहेणि म्हणे ऐसी कृपा सद्गुरूची ।
तुकारामे साची पूर्ण केली ।।१३।।",अभंग,सोलापूर (पंढरपूर),वत्स आणि गाय पाळणाऱ्या भक्तांनी सातव्या दिवशी नामसंकीर्तनात तुकोबा महाराजांचे दर्शन घेतले. भक्तीमुळे जीवनात अमृत आणि शांती अनुभवली.
"जाले समाधान ब्राह्मणाच्या शब्दे ।
स्वप्नामाजी पदे आठवती ॥१॥","जाले समाधान ब्राह्मणाच्या शब्दे ।
स्वप्नामाजी पदे आठवती ॥१॥
परी अंतरीच तुकोबाचे ध्यान ।
दर्शनावाचून करितसे ॥२॥
जयाचिया पदे होतसे विश्रांती ।
त्याची देहाकृति बची ।।३।।
बिलासी तया नाही भेदभाव ।
ऐसे माझे मन साक्ष आहे ||४||
पांडुरंग तुका पांडुरंग तुका ।
वेगळीक देखा केवी होय ॥५॥
कलियुगी बीध्यरूप हरी हरी ।
तुकोबा-शरीरी प्रवेशला ॥६॥
तुकोबाची बुद्धि पांडुरंगरूप ।
मन ते स्वरूप तुकोबाचे ।।७।।
तुकोबाची सर्व इंद्रिय-चालक ।
पांडुरंग देख सत्य आहे ||८||
तुकोबाचे नेत्र तेही पांडुरंग ।
श्रोत्र ते अभंगरूप त्याचे ।।९।।
तुकोबाचे हात लिहिताती जे जे ।
ते ते ते सहजे पांडुरंग ।।१०।।
सर्वही व्यापार तुकोबाचे हरी ।
आपणचि करी अद्वयत्वे ।।११।।
वणि म्हणे रूपे व्यापक तुकोबा ।
ध्यान माझ्या जीवा हेचि वाहे ||१२||",अभंग,सोलापूर (पंढरपूर),तुकोबा महाराज पांडुरंगरूपे प्रकट झाले आणि सर्व इंद्रियांचे नियंत्रण त्यांच्या भक्तीमध्ये दाखवले. भक्तांनी अद्वैत अनुभवला.
"भ्रतारे मारिले मोट बांधोनिया न ।
सोसी ते तया क्लेश वत्सा ।।१।।","भ्रतारे मारिले मोट बांधोनिया न ।
सोसी ते तया क्लेश वत्सा ।।१।।
चतुर्थ दिवशी जीव टाकियेला ।
विठ्ठले दाविला चमत्कार ।।२।।
ब्राह्मणाच्या रूपे येउनी सांगत ।
सावधान चित्त करी पुढे ॥३॥
अंतरी सावध होउनी राहिले ।
चित्त म्या गोविले तुकोबासी ।।४।।
वत्स गेलियाने दिवस सातवा ।
येऊनि तुकोबा स्वप्नामाजी ॥५॥
केले समाधान पाजिले अमृत ।
वत्सासी करीत गाय भेटी ।।६।।
अमृत पाजोनी सांगितला मंत्र ।
जो का हा सर्वत्र लोक जपती ||७||
मस्तकी हस्तक ठेवोनिया कृपा ।
केली त्या स्वरूपा तोची जाणे ॥८॥
कृपेचा महिमा आहे तो अपार ।
वत्स बोले सार श्लोक- अर्ध ।।९।।
आठवे दिवसी सावध इंद्रिये ।
अमृते धालिये तुकोबाच्या ।।१०।।
तेधवा ते गाय देखिली सन्मुख ।
निमालिसी देख बत्तर कळे ।।११।।
म्हणे या वत्साते पाजिले अमृत ।
तयासी तो मृत्य कदा नाही ।।१२।।
अमर ते वत्स आहे मजपासी ।
चित्त अमृतेसी घेत गोडी ।।१३।।
बहेणि म्हणे इतुके वर्तलियावरी ।
पुढेही विस्तारी सांगिजेल ।।१४।।
",अभंग,सोलापूर (पंढरपूर),वत्साचे पालन आणि अमृतपान केले गेले. सातव्या दिवशी तुकोबाशी संवाद साधून भक्तीचा मार्ग सिद्ध झाला.
"जयराम समर्थ ज्ञानाचा सागर
","जयराम समर्थ ज्ञानाचा सागर ।
साक्ष ते अंतर त्याचे तया ।।१।।
बोलाविले तेणे हिरंभटाप्रती ।
माझी तया स्थिति पुसियेली ||२||
सांगितला तेणे वृत्तांत सर्वही ।
वर्तला जो काही गृही त्याचे ||३||
स्वप्नगत गुरू तुकोबाचे रूपे ।
स्वप्नीचिये कृपे बोध केला ||४||
सावध होउनी ते मुली ।
बैसली गाय समोखिली कुर्वानी ||५||
दुग्ध दुहुनिया घेतले तियेने ।
पाणी आणि तृण भक्षितसे ।।६।।
परी ते मुलीचे रूप पालटले ।
पूर्ण ते दाटले हृदय तिचे ।।७।।
तुकोबाचा छंद अंतरी लागला ।
मायबापे तिला सांगताती ॥८॥
भ्रतार हा तिचा वेडावला राहे ।
उगाची तो पाहे तिथेकडे ।।९।।
छांदस होउनी बैसली घरात ।
तुकोबाची चित्त लाउनिया ।।१०।।
ऐसा हा वृत्तांत हिरंभट सांगे ।
जयराम निजांगे संतोषला ।।१।।
बहेणि म्हणे ऐसा निर्धार ऐकोनी ।
जयराम स्वामींनी कृपा केली ।।१२।।",अभंग,सोलापूर (पंढरपूर),हिरंभटाला जयराम स्वामींचे दर्शन मिळाले आणि भक्तीमुळे घरातील लोक आनंदित झाले. गुरु कृपेचे महत्त्व अधोरेखित झाले.
कृपा उपजली जयराम स्वामीसी,"कृपा उपजली जयराम स्वामीसी
आले पहावयासी भाव माझा ।।१।।
देखोनी तयासी आनंद वाटला
कंठ कोंदटला आनंदाने ।।२।।
मनेचि आरती केला नमस्कार ।
पुजिला साचार मनामाजी ।।३।।
बहेणि म्हणे माझे मनातील
तो निश्चित पांडुरंगा ॥४॥",अभंग,सोलापूर (पंढरपूर),जयराम स्वामींच्या दर्शनाने मुलीने भक्ती अनुभवली. भक्ती आणि गुरू कृपेने आत्मसंयम व चित्तशुद्धि प्राप्त झाली.
मजवरी दृष्टी कृपेची वोतली,"मजवरी दृष्टी कृपेची वोतली
प्रेमाची गुंतली माय जैसी ।।१।।
अंतरीची पूजा घेऊनी जयराम
गेला तो सप्रेम स्वस्थानासी ॥२॥
उगाची बैसला आसनी नेमस्त ।
करुनिया स्वस्थ चित्तवृत्ति ।।३॥
तव काही एक अपूर्व वर्तले ।
तुकारामे दिल्हे दर्शनासी ||४||
करी नमस्कार भेटुनी आनंदे
अत्यंत आल्हादे स्वामी सखा ||५||
मजही दरुषण दिधले
आळुमाळ घातला कवळ मुखामाजी ॥६॥
मज म्हणे “आलो जयराम भेटीसी ।
तुजही मानसी वोळखिले ||७||
तुम्ही आता येथे नका राहो
कदा आत्मज्ञानबोधा न संडावे” ||८||
बहेणि म्हणे दिल्हे दर्शन दुसरे ।
मनाच्या व्यापारे तुकोबाने ।।९।।",अभंग,सोलापूर (पंढरपूर),जयराम स्वामींच्या दर्शनाने भक्ताने अंतरी पूजा केली. भक्ती आणि निष्ठेने जीवनातील स्थिरता साधली.
नवल जनासी वाटले म्हणोनी,"नवल जनासी वाटले म्हणोनी
येती ते धावोनी पाहावया ॥१॥
भ्रतार हा माझा देखोनी तयासी ।
माझिया देहासी पीडा करी ।।२।।
न देखवे तथा द्वेषी जनाप्रती ।
क्षणाक्षणा चित्ती द्वेष वाढे ||३||
म्हणे ही बाईल मरे तरी बरी
ईस का पामरे भेटताती ॥४॥
काय आता घुमे येईल आंगासी
देव इचे पोसी पोट कैसे ॥५॥
बहेणि म्हणे ऐसी भ्रतारासी चिंता ।
जाणोनी अनंता कळो आले ।।६।।",अभंग,सोलापूर (पंढरपूर),"भक्ताचे वत्स आणि भ्रतार यांच्याशी संबंधातील संकटे आली, परंतु भक्तीमुळे मानसिक स्थिरता आणि द्वेषाचा नाश झाला."
गंगा देखोनिया सिद्धेश्वर देव,"गंगा देखोनिया सिद्धेश्वर देव
तेथोनिया जीय नियो नेणे ॥१॥
आवडीचा हेत पूर्वील संस्कार
श्रवणी आदर कीर्तनाचे ||२||
पुराणश्रवण पूजा देवस्थान
ब्राह्मणपूजन प्रीति यांची ॥३॥
संन्यासी सज्जन संत महानुभाव
यांचे पायी जीव लागलासे ॥४॥
नियता तेथुन थोर वाटे दुःख
अदृष्ट करंटे काय कीजे ॥५॥
बहेणि म्हणे पुढे महादेवा जाये।
प्रतार गौरये नेत आम्हा ।।६।।
",अभंग,सोलापूर (पंढरपूर),गंगा आणि सिद्धेश्वर देवांच्या तीर्थस्नानाने भक्ताला आध्यात्मिक अनुभव आला. तीर्थयात्रेची महत्त्वाची भूमिका उघड झाली.
अतार म्हणतसे आम्ही की ।,"अतार म्हणतसे आम्ही की ।
ब्राह्मण वेदाचे पठण सदा करू ॥१॥
कैचा शूद्र तुका स्वप्नीचे दर्शनी ।
बिघडली पत्नी काय करू ॥२॥
कैचा जयराम कैचा पांडुरंग ।
माझा झाला भंग आश्रमाचा ॥३॥
आम्ही काय जाणो नाम हरिकथा ।
भक्ति हे तत्त्वता नसे स्वप्नी ॥४॥
कैचे संतसाधू कैची भावभक्ती ।
भिक्षुकाचे पंगति वसो सदा ॥५॥
बहेणि म्हणे ऐसे चित्तात भ्रतारे ।
चिंतोनी निधारे विचारिले ||६||",अभंग,सोलापूर (पंढरपूर),ब्राह्मण घरगुती जीवनातही तुकोबा महाराजांच्या भक्तीचा आदर्श पाळला गेला. संतसाधूंच्या मार्गदर्शनाने जीवनात तत्त्वता आणि भक्ती राखली
"
मागोनी भिक्षेसी क्रमितसे वाट
सोमुनिया कष्ट नानापरी ","
मागोनी भिक्षेसी क्रमितसे वाट
सोमुनिया कष्ट नानापरी ।।१।।
मायबाप बंधू प्रतारेसी जाण ।
महादेववन पाहावया ॥२॥
नरसिंहदर्शन घेउनी संपूर्ण
पांडुरंगस्थान देखियेले ॥३॥
भीमा चंद्रभागा पुंडलीक भक्त
वेणुनादी मुक्त प्राणिमात्रे ||४||
पद्मालयी स्नान देवाचे
दर्शन नामसंकीर्तन आइकिले||५||
राही रखुमाई सत्यभामा
सर्व देखियेले पूर्वद्वारयुक्त ||६||
महाद्वारातूनी करत प्रवेश
वाटले मनास महासौख्य ॥७॥
पांडुरंग मूर्ति देखोनी पवित्र
संतोषले नेत्र इंद्रियेसी ||८||
केली प्रदक्षिणा महाहर्षयुक्त चित्त
हे विरक्त करूनिया ||९||
वाटे मनामाजी राहावे येथेची परी
प्राक्तनाची दशा नाही ।। १०॥
जीव जावो परी पंढरीचे स्थळ न
संडावे जळ ऐसे वाटे ।।११।।
बहेणि म्हणे पंचरात्री पंढरीस केला
आम्ही वास पुण्ययोगे ।।१२।।",अभंग,सोलापूर (पंढरपूर),"हे अभंग सांगते की भक्त पंढरपूरच्या तीर्थयात्रेस गेले. त्यांनी मायबाप, भ्रातृ आणि प्रतार यांसोबत महादेववन, नरसिंह आणि पांडुरंगस्थानाची दर्शनं घेतली.

भक्ताने भीमा, चंद्रभागा, पुंडलीक भक्तांची सेवा केली, पद्मालयी स्नान केले आणि नामसंकीर्तन ऐकले, तसेच पांडुरंग मूर्तीच्या दर्शनाने आनंद, संतोष आणि विरक्ती अनुभवली.
पंढरीचे पवित्र स्थळ पाहून भक्ताचे मन स्थिर आणि भक्तिपूर्ण झाले, प्राक्तन परिस्थिती विसरून त्यांनी तीर्थयात्रा पूर्ण केली."
नवाहुनि परतें तेंराहुनि आरुते,"निळिये सारणी वाहे मोतियाचे पाणी ।
चिंतामणी अंगणी पेरियेला ॥
कैसा हा माव करुं गोविला संसारु ।
कृष्णसंगे धुरंधरे तरलो आम्ही ॥
हिरियाची खाणी दिव्य तेज मणी ।
सांपडला अंगणी सये मज ॥
सूर्यकर रश्मी चंद्र बहुतादां वर्‍हाडा आलेसी बाळामस्मि ।
प्रकट झाल्या रश्मी जेथूनियां ॥
कल्पतरु चोखु चिंतामणी वेखु ।
मना माझी हरिखु देखियेला ॥
ज्ञानदेवी वल्ली विद्युल्लता सलिलीं ।
फळपाकें दुल्ली दुभिनल्या ॥",अभंग,सोलापूर (पंढरपूर),"हे पद विठोबाच्या समयातीत रूपावर आहे. यात योगी, साधक यांना विठोबा हा अनुभवापलीकडचा सत्य स्वरूप दिसतो अशी कल्पना आहे."
"""जरी संकटाची काळ रात होती""","नवाहुनि परतें तेंराहुनि आरुते ।
अंबरहुनि परतें काळे दिसे ॥
तेथें सातही मावळलीं पांचांहूनि परतें ।
बाहुकाळे निरुते देखिले डोळा ॥
तेथे सत्रावी दुभते योगिया पुरते ।
बहुकाळ निरुते सारासार देखा ॥
बापरखुमादेविवरू अभोक्ता भोगिला ।
काळेपणे जाला अमोलिक ॥",भीमगीत,"विदर्भ, मराठवाडा","हे गीत डॉ. बाबासाहेब आंबेडकरांच्या समाजक्रांतीच्या काळाशी संबंधित आहे.
यात दलित समाजाने भोगलेल्या अंधारमय गुलामगिरीच्या काळातून शिक्षण, समता आणि स्वाभिमानाच्या प्रकाशाकडे झालेल्या प्रवासाचे सुंदर चित्रण केले आहे."
"तुझाच, गौतमा, पडे प्रकाश अंतरी","जरी संकटाची काळ रात होती
तरी भीमराया तुझी साथ होती
तुझी तेवण्याची सुरुवात होती
प्रकाशात माझी पिढी न्हात होती
पालवीत होते प्रकाशाचे गोळे
चालवीत होते तुझे दोन डोळे
प्रकाशाचे गाणे मनी गात होती
अशी फौज माझी पुढे जात होती
गणतीच माझी गुलामात होती
जिंदगीच माझी सलामात होती
तोडलीस माझी गुलामीची बेडी
अशी झुंजणारी तुझी जात होती
मला दावलेली तुझी पायवाट
झाली आताची विकासाची वाट
वदे आज भारत कालची तुझी ती
पेरणी उद्याच्या विकासात होत",भीमगीत,"नागपूर
","हे गीत डॉ. बाबासाहेब आंबेडकरांनी १९५६ मध्ये नागपूर येथे घेतलेल्या ऐतिहासिक धम्मदीक्षेच्या काळानंतर रचले गेलेले आहे.
त्या काळात बौद्ध धर्म स्वीकारलेल्या समाजात नव्या विचारांची, प्रकाशाची आणि मानवतेच्या मार्गाची प्रेरणा देण्यासाठी असे बुद्धगीते उदयास आली."
तुझ्या लोचनांची मला दृष्टी यावी,"तुझाच, गौतमा, पडे प्रकाश अंतरी !
तुझेच धम्मचक्र हे फिरे जगावरी !
कळ्या कळ्या, फुले फुले तुला पुकारती
पहा तुझीच चालली नभात आरती
तुला दिशा निहाळती यशोधरेपरी !
तुझ्यामुळेच जाहला अखेर फैसला
दिलास धीर, तोडल्या अम्हीच शृंखला
अता भविष्य आमुचे असे तुझ्या करी !
तुलाच दुः ख आमुचे, तथागता, कळे
तुझीच सांत्वना अम्हां क्षणोक्षणी मिळे
निनाद पंचशीलचा घुमे घरोघरी !
तुझ्यामुळेच मार्ग हा अम्हांस लाभला,
तुझ्यामुळेच सूर्यही पुन्हा प्रकाशला !
तुझेच सत्य यापुढे लढेल संगरी !
तुझ्यासमान एकही नसे तुझ्याविना
सदैव यापुढे करू तुझीच वंदना
झरेल अमृतापरी तुझीच वैखरी !
बुद्धं शरणं गच्छामि
धम्मं शरणं गच्छामि
संघं शरणं गच्छामि",भीमगीत,औरंगाबाद,"हे गीत धम्मचळवळीच्या काळात (१९५६ नंतर) रचले गेलेले आहे, जेव्हा डॉ. बाबासाहेब आंबेडकरांनी बौद्ध धर्म स्वीकारल्यानंतर नव्या सामाजिक जागृतीची लाट निर्माण झाली होती.
या गीतातून बुद्धांच्या करुणा, प्रज्ञा आणि मानवतेच्या संदेशाचे गौरवगान केले गेले आहे.

हे बुद्धगीत त्या काळातील समाजाला मानवता, बंधुत्व आणि आत्मशुद्धीचा मार्ग दाखवणारे आहे."
